cod_cim,matched_symptoms
W56304006,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304007,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304008,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304009,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304010,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304011,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304012,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304013,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304014,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304015,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304016,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304017,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304018,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304019,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304020,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304021,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W56304022,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W66808001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W66809001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W66810001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W66811001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W66807001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W57661003,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W56332001,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W56332002,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W71211001,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W71211002,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W12464003,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W12464001,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W12464002,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W68003001,"['lipotrope terapia ficatului', 'terapia ficatului']"
W68003002,"['lipotrope terapia ficatului', 'terapia ficatului']"
W68003003,"['lipotrope terapia ficatului', 'terapia ficatului']"
W68003004,"['lipotrope terapia ficatului', 'terapia ficatului']"
W68003005,"['lipotrope terapia ficatului', 'terapia ficatului']"
W68002001,"['hepatotrope terapia ficatului', 'terapia ficatului']"
W68002002,"['hepatotrope terapia ficatului', 'terapia ficatului']"
W68002003,"['hepatotrope terapia ficatului', 'terapia ficatului']"
W59746001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746010,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746011,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746012,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746013,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59746014,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745001,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745002,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745003,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745004,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745005,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745006,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745007,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745008,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745009,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745010,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745011,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745012,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745013,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W59745014,['antidepresive inhibitori selectivi ai recaptarii serotoninei']
W66776001,['estrogeni estrogeni naturali si de semisinteza']
W66776002,['estrogeni estrogeni naturali si de semisinteza']
W66776003,['estrogeni estrogeni naturali si de semisinteza']
W69418001,['antiinflamatoare corticosteroizi']
W69418002,['antiinflamatoare corticosteroizi']
W53682002,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W59648001,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W59648002,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W59648003,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W42943001,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W42943002,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W42861001,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W42861002,['medicamente pentru tratamentul tuberculozei alte medicamente pt. trat. tuberculozei']
W57392002,['vitamina k si alte hemostatice alte hemostatice sistemice']
W57392001,['vitamina k si alte hemostatice alte hemostatice sistemice']
W56079001,['medicamente pentru tratamentul tuberculozei derivati  de tiocarbamida']
W06958001,['anestezice generale alte anestezice generale']
W66322001,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W66322002,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W66322003,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W66322004,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W66322005,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W66322006,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W52574001,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W52574002,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W52574003,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W52574004,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W52574005,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W52574006,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W65008001,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W65008002,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W65008003,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W65008004,['alcaloizi din plante si alte produse naturale derivati de podophyllotoxina']
W63093001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63093002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63093003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63093004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63093005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63093006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63093007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63090001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63090002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63090003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63090004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63090005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091008,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091009,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63091010,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092008,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092009,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63092010,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691008,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691009,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691010,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63691011,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688008,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63688009,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689008,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689009,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63689010,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690008,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690009,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690010,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690011,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W63690012,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W69112001,['antimetaboliti analogi ai bazelor pirimidinice']
W69112002,['antimetaboliti analogi ai bazelor pirimidinice']
W53743001,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W53743002,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W53743003,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W53743004,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W53743005,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W53743006,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W53743007,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W53743008,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W53743009,['antagonisti hormonali si substante inrudite inhibitori enzimatici']
W01546002,['laxative laxative de contact']
W01546003,['laxative laxative de contact']
W01546004,['laxative laxative de contact']
W01546005,['laxative laxative de contact']
W64469001,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W64469002,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W64469003,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W64469004,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W64469005,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W64469006,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W64469007,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W64469008,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W64469009,"['medicamente de scadere a glucozei', 'excl. insuline combinatii de antidiabetice orale']"
W66292003,['preparate pt.afectiuni tirodiene hormoni tiroidieni']
